summary,ID,label
i joined a metal band it is called like blood fist vestibule,710700197890957056,CTI-Negative
you know i had to post this  luke and his lightsaber,774838936086642944,CTI-Negative
Quantity discounts on a virtual good results of a massive pricing experiment http newsexploding,751696437499555840,CTI-Negative
the day that the girls are gonna slay is coming,735909170826862976,CTI-Negative
king kong 33 is a flim id recommend,789421595588697984,CTI-Negative
you will never know what is exactly in the aquarius mind,782044916822241024,CTI-Negative
first marvel vs capcom infinite gameplay trailer shows power of infinity s,805389053961059968,CTI-Negative
8 ways they’ll try to stop you from voting and how to fight back,781257058360430976,CTI-Negative
'RT Original Photo Credit goes to httpstcoFQzTQHUqv4,692307222869741952,CTI-Negative
a morning meal of canvas paint color and mood,687285182739561984,CTI-Negative
decades after cold war us russia s spying rivalry evolves,743868515896156160,CTI-Negative
criminal minds is good youd like last chance u,772229680984449024,CTI-Negative
i just remembered that i havent lost to kansas since like 2009,708826542739067008,CTI-Negative
'Encrypted Messaging Apps Wire and Signal Turn to Ephemeral,792202680370339840,CTI-Positive
'its the jazz episode slay me',791664574999040000,CTI-Negative
breaking worker battles against strong winds,707682956278534144,CTI-Negative
'Your boobs start to eat themselves after breastfeeding is over',784083924402184192,CTI-Negative
'yahoo hack worlds biggest data breach could compromise Verizon deal and cost hundreds,779322729409482752,CTI-Positive
that happens flags those a lot of the time,740380347519500288,CTI-Negative
'',770746237679243008,CTI-Negative
'avalanche cybercrime platform takedown leaves a lot to clean up',805786335084544000,CTI-Positive
all source fusion cyber recon virtual humint forensics,775399557651804160,CTI-Positive
aye ona kitu alibuy tastethefeelingke droop,719567549889912960,CTI-Negative
'Powerful discussion today about black hair in the workplace',746501407998632064,CTI-Negative
merck lifts earnings view as Q3 results climb stock up,798465782762114944,CTI-Negative
@michael_mcintyre i'm so happy to,812380558676337024,CTI-Negative
IT news the story of “how about never” 2014 httpwww newyorkercom cartoons,795311035020414976,CTI-Negative
ITSecurity ITSec http tweetedtimescomInfosec LATAMs,791308593614192640,CTI-Positive
everlasting bastard,769886423218545024,CTI-Negative
next will be arizona,716667916242919040,CTI-Negative
blues begin to focus on dallas turning the page on round one win,725542357702041984,CTI-Negative
mackie the interviewer im gone,730487706980061056,CTI-Negative
serious storage increase from 9052 to 9053 today,802678470287490944,CTI-Negative
digitalrealty entry into a material definitive agreement financial statem,722383826517827584,CTI-Negative
'what happens when a website is hacked',714544215804485632,CTI-Positive
'I’m a coastal elite from the midwest the real bubble is rural america,796828728026427392,CTI-Negative
'Yahoo lost and google won many of the yahoo obitu,760650738586353664,CTI-Negative
how do i know exactly what each party wanted,741677500745552000,CTI-Negative
agent carter star hates captain americas civil war kiss,739532476050215040,CTI-Negative
gotta prove these niggas today,765613746219868032,CTI-Negative
podcast we hear from some people who offer advice for the next administrations first 100 days,797063899103293440,CTI-Negative
'plugging into the future inside samsungs connected car platform,707688903629611008,CTI-Negative
this episode is probably why i feared death so much as a child,690734179324183040,CTI-Negative
'days of our lives' 'lucas punches judi,799877776463592960,CTI-Negative
morning laura 197 srv just left albert sq at 0831 on time,722326771962658944,CTI-Negative
AstraZeneca and Glaxo explore the prevention potential of asthma shots,771859091182477312,CTI-Negative
Google intends to follow apple’s model for Nexus phones,694616562636984320,CTI-Negative
'when we kill the headphone jack women will lose their earbuds constantly and,774091265163964032,CTI-Negative
interworks ir tableau deep dive sets computed sets read blog http owlerus,796015384541347840,CTI-Negative
back propagation equation derivation,721898804707008512,CTI-Negative
HTC Vive VR headset sells 15000 units in first 10 minutes of release,705237805337710592,CTI-Negative
'older model' likes to have that new girl smell,720971325808856960,CTI-Negative
'we cant give up on preventing breaches',699230711274844160,CTI-Negative
'Know more about yourself than others know about you',776783311603634176,CTI-Negative
daniel stein to join mayer brown’s new york office,788126193027420160,CTI-Negative
'magnitude malvertisers spew 400 attacks from abused scot,722987360359608320,CTI-Positive
hardly an advantage loads of ours been changed,705512761061712000,CTI-Negative
fireeye blames ransomware for layoffs business pressure,762833837357355008,CTI-Positive
na ms16003 cumulative security update for jscript vb,687008218166460416,CTI-Positive
'UpNixt Charlottes Top Activities That Will Get Your Adrenaline Pumping,735427225030254592,CTI-Negative
'Use WhatsApp On Your Linux Desktop With Whatsie ',723531291203788800,CTI-Negative
'more flip floppery from the flipperiest flopperiest of them all,731271333498195968,CTI-Negative
how to enable twofactor authentication on http outlookcom and microsoft http,808846049712467968,CTI-Negative
data protection mishap leaves 55 million philippine voters at risk,717924892784463872,CTI-Positive
gay marriage isnt special rights its equal rights,713212219627016064,CTI-Negative
'I cant tell if the kids are enjoying this or hating this',759850154207740032,CTI-Negative
iasielloe microsoft says russialinked hackers exploiting windows flaw,794325085796651008,CTI-Positive
'The Register' hackers add porn links and snaps to pwned,763412255169843200,CTI-Positive
'using it you can silently inject code into plcs',685102905695834112,CTI-Positive
xcom 2 official shens last gift dlc launch trailer,748569821818675200,CTI-Negative
Architect with ALS designs a residence he can control with just blinks,770765802752598016,CTI-Negative
new product uses deception to protect SWIFTconnected banks,780761882483421184,CTI-Positive
that’s exactly how we feel r,721089230454129024,CTI-Negative
'play android games on your pc with remix os player',776459252152016896,CTI-Negative
one in a million is one of the best CDs ever put together,768857434492461056,CTI-Negative
Google Maps will soon let users book an Ola cab from the app,710105137491025920,CTI-Negative
love is a many splendored thing love lifts us up where we belong,804308154720944000,CTI-Negative
employee awareness key to halting ransomware attacks,694601854722834432,CTI-Positive
The Witcher 3 Wild Hunt Game of the Year Edition Launch Trailer http dlvrit,770331961156001792,CTI-Negative
'june 27th is sunglasses day industrial workers of the world day amp pineapple day',747415552692347008,CTI-Negative
fans angry over missing iphone7 headphonesocket,746186137442476032,CTI-Negative
i hate mfs who so soft but act so hard,732056088145694976,CTI-Negative
critical phpmailer flaw leaves millions of websites vulnerable to remote exploit,813755174581891072,CTI-Positive
if your up late looking for high quality beats click and download your next hit for free,744485403357516032,CTI-Negative
Worlds of Puppetry Museum things to enjoy in 4 words discoverATL puppetryATL,765305986827559040,CTI-Negative
boobt 4 of the pre match challenge is coming up,807548766853139968,CTI-Negative
rt estaz rt edmundlee watch,686637651840122880,CTI-Negative
'morning bulletin facebook speeds up ads apple at war with europe twitters naz,771274340390219776,CTI-Negative
MAC OS X users beware of scarewareladen fake flash player update,695957359533772800,CTI-Positive
i am done,774182423256928000,CTI-Negative
'why news frame it directly contradicts the ideas of 1 black criminality and 2 police as,751465549020818944,CTI-Negative
polaroid swing review for those times when a snapshot is not enough http bitly2,777925070312181760,CTI-Negative
'Shade malware attack examines your finances before demanding ransom,765285748018913280,CTI-Positive
'theres a possibility for a woman to love but not admire you and vice vers,697735188160369024,CTI-Negative
sektioneinsdeenblog1609 02pegasusioskernelvul,772196122718711808,CTI-Positive
kelly clarkson 's music isn’t just heard it is felt,762429393348066944,CTI-Negative
'why your information security needs to include business continuity',812690636541411328,CTI-Positive
The CSO IoT Survival Guide The Internet of Things or IoT is expected to grow,686567371818045440,CTI-Negative
you can account for the other blue spots top left,755513914922721280,CTI-Negative
aatt set to lobby for merger with deep pockets and a big network,790958509659598848,CTI-Negative
TorrentFreak Opera Browser Adds Free and Unlimited VPN,723238553484816384,CTI-Negative
rt announces further £25 million for successful housing pilot in govanhill,786203122377036032,CTI-Negative
5 infosec trends for this year,691395451510243328,CTI-Positive
Apple 13 MacBook Pro review the best computer you shouldn’t buy,808224045422486016,CTI-Negative
i liked a video from httpstco4osFvTWjuV,774081491798139008,CTI-Negative
Apple iPhone 7 Plus vs Samsung Galaxy Note 7,742379788099158016,CTI-Negative
the blackhawks fall 21 in their final exhibition game,784944716336856960,CTI-Negative
ocdc to grow robustly at 74 next fiscal,700366148701810944,CTI-Negative
"Thousands of trucks, buses and ambulances may be stranded",708134881662881792,CTI-Negative
i will never understand how you can hate or even dislike another person for their sexual orientation race or,774065985598939008,CTI-Negative
one hour away from one of the most awkward young and hungry double dates ever,740727232117624960,CTI-Negative
persistent systems and iot development alliance adds persistent systems,712521147749949440,CTI-Negative
'watch live Elon Musk reveals his plan for colonizing mars http bloombg2,780845514770227200,CTI-Negative
hacked bank account,800020820319870976,CTI-Positive
'trump will make it right and make america great again',708035780548104064,CTI-Negative
'CHANNELNEWS Less Than Half Of Australians Know How To Secure New Christmas,801961658910384128,CTI-Negative
cybersecurity cops have a database of 117m faces you’re  probably in it,788652791938027520,CTI-Positive
'I heard it works well for agoraphobia too',754651418456264960,CTI-Negative
appsec ezine 103o edition http pathonprojectcomzb9cd,695549628788375552,CTI-Negative
